unit_id,stop_start_time_local,stop_end_time_local,stop_duration_s,is_work_stop,distance_to_work_stop,planned_arrival_time_local,planned_departure_time_local,naics1,naics2,naics3,naics1_long,naics2_long,naics3_long,POIs,Stop Road Info,Nearest Intersections,Accommodation,Automative Services,Education and Learning,Emergency and Safety,Entertainment and Recreation,Events and Venues,Financial Services,Gas Stations,Government and Public Services,Healthcare and Medical,Industrial and Manufacturing,Other,Parking,Personal Care and Beauty,Pharmacy,Post,Professional and Business Services,Religious and Spiritual,Residential,"Restaurants, Fast Food and Cafes",Shopping and Retail,Tourism and Attractions,Transportation and Transit,Waste and Recycling,total_pois
1068823295,2024-06-30 17:01:13,2024-07-01 05:11:38,43825.0,0,-1.0,,,424,0,0,424420,0,0,,"[{'road_type': 'footway', 'max_speed': '', 'access': '', 'distance_m': 3.677, 'lanes': ''}]","[{'distance_m': 106.934, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'residential', 'max_speed': '', 'access': '', 'distance_m': 14.905, 'lanes': ''}}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068823295,2024-07-01 05:56:04,2024-07-01 09:28:11,12727.0,1,0.0581347422577475,2024-07-01 10:30:00,2024-07-01 10:31:00,424,0,0,424420,0,0,,"[{'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 12.159, 'lanes': ''}, {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 12.159, 'lanes': ''}, {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 12.159, 'lanes': ''}]","[{'distance_m': 12.159, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 12.159, 'lanes': ''}}, {'distance_m': 140.235, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 12.159, 'lanes': ''}}, {'distance_m': 146.632, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 12.159, 'lanes': ''}}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068823295,2024-07-01 09:41:28,2024-07-01 09:53:29,721.0,1,0.0818807579124315,2024-07-01 10:52:47,2024-07-01 11:11:54,424,0,0,424420,0,0,fitness_centre - 32.492m; convenience - 34.585m; restaurant - 36.189m; ice_cream - 40.165m; prep_school - 48.988m; cafe - 50.08m; dojo - 56.475m; prep_school - 61.989m; pharmacy - 67.831m; restaurant - 68.298m; restaurant - 76.386m; fast_food - 82.452m; dentist - 83.82m; restaurant - 87.643m; restaurant - 92.297m; post_office - 96.743m; beauty - 100.456m; hairdresser - 116.581m; platform - 124.532m; stop_position - 136.865m; fuel - 147.362m; prep_school - 149.465m,"[{'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 6.3, 'lanes': ''}, {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 6.3, 'lanes': ''}]","[{'distance_m': 38.64, 'signs': [], 'intersection_type': 'turning_circle', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'residential', 'max_speed': '', 'access': '', 'distance_m': 6.3, 'lanes': ''}}, {'distance_m': 110.963, 'signs': ['traffic_signals'], 'intersection_type': 'traffic_signals', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'trunk', 'max_speed': '45 mph', 'access': '', 'distance_m': 6.3, 'lanes': '4'}}, {'distance_m': 127.42, 'signs': ['traffic_signals'], 'intersection_type': 'traffic_signals', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'trunk', 'max_speed': '45 mph', 'access': '', 'distance_m': 6.3, 'lanes': '3'}}]",0,0,3,0,1,0,0,1,0,2,0,1,0,2,0,1,0,0,0,8,1,0,2,0,22
1068823295,2024-07-01 09:58:01,2024-07-01 10:16:48,1127.0,1,0.1117099384084602,2024-07-01 10:42:52,2024-07-01 10:50:01,424,0,0,424420,0,0,supermarket - 24.985m; restaurant - 46.646m; restaurant - 48.986m; gift - 53.654m; cafe - 54.887m; restaurant - 56.796m; hairdresser - 57.939m; restaurant - 62.408m; restaurant - 68.402m; bank - 69.123m; restaurant - 72.587m; fast_food - 73.803m; beauty - 73.838m; post_office - 77.944m; mobile_phone - 81.394m; cafe - 82.719m; restaurant - 82.976m; restaurant - 88.095m; restaurant - 90.105m; restaurant - 90.601m; restaurant - 90.773m; restaurant - 91.476m; mobile_phone - 92.119m; travel_agency - 92.695m; dentist - 93.125m; yes - 93.267m; yes - 94.567m; bakery - 94.65m; prep_school - 95.111m; pet_grooming - 97.243m; fast_food - 99.496m; massage - 100.875m; restaurant - 102.321m; kindergarten - 109.839m; restaurant - 111.427m; bank - 116.64m; prep_school - 119.455m; beauty - 122.696m; dojo - 126.296m; optician - 127.253m; bank - 133.514m; restaurant - 135.128m; cafe - 137.281m; prep_school - 137.487m; convenience - 141.248m; restaurant - 142.378m; mobile_phone - 143.777m; beauty - 148.582m; ice_cream - 149.696m,"[{'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 8.93, 'lanes': ''}, {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 8.93, 'lanes': ''}]","[{'distance_m': 32.83, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 8.93, 'lanes': ''}}, {'distance_m': 59.434, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 8.93, 'lanes': ''}}, {'distance_m': 60.946, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 8.93, 'lanes': ''}}, {'distance_m': 100.333, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '', 'access': '', 'distance_m': 8.93, 'lanes': ''}}, {'distance_m': 113.85, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'footway', 'max_speed': '', 'access': '', 'distance_m': 8.93, 'lanes': ''}}, {'distance_m': 114.045, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 8.93, 'lanes': ''}}, {'distance_m': 116.933, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '', 'access': '', 'distance_m': 8.93, 'lanes': '4'}}, {'distance_m': 144.209, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 8.93, 'lanes': '3'}}]",0,0,4,0,0,0,3,0,0,2,0,3,0,5,0,1,2,0,0,23,6,0,0,0,49
1068823295,2024-07-01 10:25:20,2024-07-01 10:34:46,566.0,1,0.0707735337468389,2024-07-01 10:52:47,2024-07-01 11:11:54,424,0,0,424420,0,0,prep_school - 2.382m; ice_cream - 11.889m; dojo - 12.612m; prep_school - 19.304m; fitness_centre - 25.821m; restaurant - 27.382m; restaurant - 36.393m; convenience - 40.849m; dentist - 45.874m; restaurant - 46.982m; restaurant - 51.47m; restaurant - 56.754m; cafe - 60.838m; post_office - 62.351m; beauty - 67.393m; hairdresser - 81.543m; pharmacy - 95.676m; prep_school - 99.827m; yes - 103.77m; travel_agency - 109.527m; beauty - 111.717m; optician - 113.719m; supermarket - 114.062m; restaurant - 114.68m; restaurant - 118.922m; restaurant - 120.189m; mobile_phone - 124.362m; restaurant - 125.078m; beauty - 127.398m; restaurant - 130.784m; fast_food - 131.518m; beauty - 134.691m; dentist - 138.666m; platform - 142.965m; restaurant - 144.065m; mobile_phone - 148.721m,"[{'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 20.462, 'lanes': ''}]","[{'distance_m': 83.717, 'signs': [], 'intersection_type': 'turning_circle', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'residential', 'max_speed': '', 'access': '', 'distance_m': 20.462, 'lanes': ''}}]",0,0,3,0,1,0,0,0,0,4,0,2,0,5,0,1,1,0,0,14,4,0,1,0,36
1068823295,2024-07-01 10:36:54,2024-07-01 10:43:47,413.0,1,0.1938169798001296,2024-07-01 11:38:36,2024-07-01 11:47:24,424,0,0,424420,0,0,appliance - 17.132m; dentist - 17.95m; prep_school - 18.112m; beauty - 20.097m; restaurant - 25.681m; optician - 33.446m; mobile_phone - 38.133m; bank - 55.032m; restaurant - 57.89m; travel_agency - 59.482m; yes - 60.805m; yes - 60.965m; restaurant - 61.07m; cafe - 63.283m; yes - 68.724m; dentist - 68.859m; dentist - 72.181m; dentist - 72.425m; beauty - 73.174m; beauty - 75.776m; beauty - 76.049m; mobile_phone - 77.412m; cosmetics - 80.106m; restaurant - 81.306m; pet_grooming - 81.801m; massage - 82.399m; bakery - 83.014m; yes - 83.717m; restaurant - 83.968m; supermarket - 84.148m; mobile_phone - 84.692m; kindergarten - 84.95m; optician - 86.111m; beauty - 88.198m; beauty - 88.308m; restaurant - 90.457m; restaurant - 92.72m; restaurant - 92.736m; prep_school - 92.767m; restaurant - 95.36m; convenience - 96.531m; restaurant - 98.427m; travel_agency - 101.365m; prep_school - 103.097m; yes - 104.82m; restaurant - 106.395m; prep_school - 107.837m; restaurant - 129.985m; restaurant - 130.137m; restaurant - 131.068m; mobile_phone - 133.25m,"[{'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 2.861, 'lanes': ''}, {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 2.861, 'lanes': ''}]","[{'distance_m': 18.228, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 2.861, 'lanes': ''}}, {'distance_m': 47.511, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '', 'access': '', 'distance_m': 2.861, 'lanes': '3'}}, {'distance_m': 63.323, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 2.861, 'lanes': '3'}}, {'distance_m': 64.931, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 2.861, 'lanes': '3'}}, {'distance_m': 66.866, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 2.861, 'lanes': ''}}, {'distance_m': 82.603, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 2.861, 'lanes': '3'}}, {'distance_m': 91.776, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 2.861, 'lanes': '3'}}, {'distance_m': 126.645, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '', 'access': '', 'distance_m': 2.861, 'lanes': '4'}}]",0,0,5,0,0,0,1,0,0,6,0,5,0,8,0,0,3,0,0,16,7,0,0,0,51
1068823295,2024-07-01 10:52:04,2024-07-01 11:02:05,601.0,1,0.1276111636062067,2024-07-01 10:52:47,2024-07-01 11:11:54,424,0,0,424420,0,0,prep_school - 13.642m; yes - 15.266m; beauty - 17.322m; travel_agency - 20.024m; optician - 21.534m; restaurant - 24.681m; restaurant - 29.674m; restaurant - 29.759m; restaurant - 34.323m; mobile_phone - 38.363m; restaurant - 40.122m; beauty - 43.153m; beauty - 54.119m; mobile_phone - 58.002m; dentist - 59.782m; yes - 62.202m; bakery - 67.006m; pet_grooming - 72.46m; restaurant - 80.403m; massage - 82.509m; dentist - 84.08m; restaurant - 84.281m; supermarket - 84.711m; restaurant - 85.992m; restaurant - 86.257m; hairdresser - 87.259m; restaurant - 87.793m; post_office - 88.106m; supermarket - 89.178m; prep_school - 90.616m; beauty - 90.896m; dojo - 94.169m; bank - 95.725m; kindergarten - 99.289m; prep_school - 99.87m; restaurant - 101.478m; restaurant - 101.557m; optician - 102.5m; ice_cream - 109.249m; restaurant - 111.248m; dentist - 113.086m; appliance - 116.337m; prep_school - 119.747m; fitness_centre - 120.847m; prep_school - 121.082m; beauty - 121.297m; mobile_phone - 121.53m; restaurant - 121.761m; restaurant - 121.845m; prep_school - 121.888m; cosmetics - 122.489m; beauty - 122.931m; beauty - 123.162m; cafe - 124.104m; yes - 126.21m; restaurant - 128.744m; convenience - 131.555m; yes - 133.494m; restaurant - 135.788m; restaurant - 136.697m; mobile_phone - 139.465m; travel_agency - 143.419m; cafe - 144.097m; restaurant - 145.098m; yes - 147.184m,"[{'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 4.168, 'lanes': ''}]","[{'distance_m': 79.515, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 4.168, 'lanes': ''}}, {'distance_m': 94.57, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 4.168, 'lanes': ''}}, {'distance_m': 110.995, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 4.168, 'lanes': ''}}, {'distance_m': 129.673, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 4.168, 'lanes': ''}}, {'distance_m': 131.649, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '', 'access': '', 'distance_m': 4.168, 'lanes': '3'}}, {'distance_m': 136.638, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 4.168, 'lanes': '3'}}, {'distance_m': 140.36, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 4.168, 'lanes': ''}}, {'distance_m': 142.271, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '', 'access': '', 'distance_m': 4.168, 'lanes': '4'}}, {'distance_m': 147.593, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 4.168, 'lanes': '3'}}]",0,0,7,0,1,0,1,0,0,5,0,6,0,10,0,1,3,0,0,23,8,0,0,0,65
1068823295,2024-07-01 11:04:49,2024-07-01 11:13:42,533.0,1,0.1217436217965703,2024-07-01 12:14:21,2024-07-01 12:25:12,424,0,0,424420,0,0,yes - 14.152m; restaurant - 14.514m; yes - 22.473m; travel_agency - 22.6m; yes - 26.917m; beauty - 32.375m; restaurant - 32.383m; cafe - 37.084m; cosmetics - 37.457m; restaurant - 42.336m; mobile_phone - 42.976m; dentist - 44.334m; beauty - 47.529m; restaurant - 47.662m; dentist - 49.375m; beauty - 52.084m; prep_school - 53.015m; prep_school - 55.351m; appliance - 58.735m; dentist - 62.617m; restaurant - 62.687m; supermarket - 63.014m; prep_school - 64.914m; dentist - 68.63m; restaurant - 68.868m; beauty - 72.765m; optician - 81.243m; beauty - 81.308m; mobile_phone - 85.252m; restaurant - 92.785m; optician - 100.271m; bank - 102.18m; beauty - 104.096m; convenience - 106.809m; mobile_phone - 123.089m; yes - 123.28m; restaurant - 123.296m; restaurant - 123.613m; bakery - 123.823m; pet_grooming - 123.945m; restaurant - 124.637m; restaurant - 125.865m; massage - 126.555m; travel_agency - 127.033m; yes - 128.486m; prep_school - 130.397m; kindergarten - 131.454m,"[{'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 5.544, 'lanes': ''}]","[{'distance_m': 65.04, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 5.544, 'lanes': ''}}, {'distance_m': 87.359, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 5.544, 'lanes': '3'}}, {'distance_m': 87.459, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 5.544, 'lanes': '3'}}, {'distance_m': 90.285, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '', 'access': '', 'distance_m': 5.544, 'lanes': '3'}}, {'distance_m': 103.344, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 5.544, 'lanes': '3'}}, {'distance_m': 106.356, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'residential', 'max_speed': '', 'access': '', 'distance_m': 5.544, 'lanes': '2'}}, {'distance_m': 111.088, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 5.544, 'lanes': ''}}, {'distance_m': 129.639, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'residential', 'max_speed': '', 'access': '', 'distance_m': 5.544, 'lanes': '2'}}, {'distance_m': 139.16, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 5.544, 'lanes': '3'}}, {'distance_m': 139.21, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'residential', 'max_speed': '', 'access': '', 'distance_m': 5.544, 'lanes': '2'}}]",0,0,5,0,0,0,1,0,0,6,0,5,0,8,0,0,3,0,0,13,6,0,0,0,47
1068823295,2024-07-01 11:17:59,2024-07-01 11:30:00,721.0,1,0.0388717242510433,2024-07-01 13:15:24,2024-07-01 13:36:56,424,0,0,424420,0,0,restaurant - 19.815m,"[{'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 19.992, 'lanes': ''}]","[{'distance_m': 128.59, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 19.992, 'lanes': ''}}, {'distance_m': 131.419, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'residential', 'max_speed': '', 'access': '', 'distance_m': 19.992, 'lanes': '2'}}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1068823295,2024-07-01 11:37:41,2024-07-01 11:42:12,271.0,1,0.1114984112140084,2024-07-01 12:14:21,2024-07-01 12:25:12,424,0,0,424420,0,0,convenience - 22.49m; mobile_phone - 46.063m; dentist - 47.58m; dentist - 50.896m; restaurant - 54.41m; cafe - 54.948m; restaurant - 58.985m; beauty - 60.434m; prep_school - 64.216m; yes - 65.744m; appliance - 68.508m; travel_agency - 69.896m; dentist - 73.005m; restaurant - 78.737m; yes - 85.547m; optician - 92.436m; yes - 102.724m; bank - 114.053m; beauty - 114.064m; cosmetics - 119.4m; restaurant - 124.55m; beauty - 129.948m; prep_school - 135.601m; kindergarten - 141.244m; dentist - 145.282m; supermarket - 146.716m; massage - 146.75m; restaurant - 147.544m; beauty - 147.676m; prep_school - 147.69m; pet_grooming - 150.183m,"[{'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 19.051, 'lanes': ''}, {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 2.692, 'lanes': ''}, {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 2.692, 'lanes': '3'}]","[{'distance_m': 2.692, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 2.692, 'lanes': '3'}}, {'distance_m': 31.121, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 2.692, 'lanes': '3'}}, {'distance_m': 70.515, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 2.692, 'lanes': '3'}}, {'distance_m': 72.752, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '', 'access': '', 'distance_m': 2.692, 'lanes': '3'}}, {'distance_m': 91.255, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 2.692, 'lanes': ''}}, {'distance_m': 91.804, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'residential', 'max_speed': '', 'access': '', 'distance_m': 2.692, 'lanes': '2'}}, {'distance_m': 93.62, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'residential', 'max_speed': '', 'access': '', 'distance_m': 2.692, 'lanes': '2'}}, {'distance_m': 123.656, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '35 mph', 'access': '', 'distance_m': 2.692, 'lanes': '3'}}, {'distance_m': 133.312, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'service', 'max_speed': '', 'access': '', 'distance_m': 2.692, 'lanes': ''}}, {'distance_m': 159.48, 'signs': [], 'intersection_type': '', 'intersection_lanes': '', 'max_speed': '', 'access': '', 'crossing': '', 'railway': '', 'barrier': '', 'road_type': {'road_type': 'primary', 'max_speed': '', 'access': '', 'distance_m': 2.692, 'lanes': '2'}}]",0,0,4,0,0,0,1,0,0,5,0,3,0,6,0,0,2,0,0,6,4,0,0,0,31
